ID,City,Year of birth,Gender,Education Level,Education success,Tollo consumption,Frequency tollo consumption,Sharks in Peru,Species_sharks_1,Species_sharks_2,Species_sharks_3,Shark consumption,Shark_consumption_1,Shark_consumption_2,Shark_consumption_3,
999,TUM,1990,2.00,4,1,1.00,2.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1000,TUM,1988,2.00,4,1,1.00,5.00,1.00,tiburon blanco,N/A,N/A,1,aguja,N/A,N/A,
1001,TUM,1991,1.00,3,1,1.00,2.00,1.00,tiburon martillo,tiburon elefante,N/A,3,N/A,N/A,N/A,
1002,TUM,1988,2.00,4,1,1.00,2.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1003,TUM,1946,2.00,2,1,1.00,4.00,1.00,tiburon azul,N/A,N/A,1,tiburon azul,N/A,N/A,
1004,TUM,1983,2.00,2,1,1.00,4.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1005,TUM,1985,1.00,4,1,1.00,1.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1006,TUM,1976,2.00,3,1,1.00,2.00,1.00,tiburon blanco,N/A,N/A,3,N/A,N/A,N/A,
1007,CHI,1959,1.00,2,2,1.00,3.00,1.00,azul,tigre,martillo,1,tiburon azul,N/A,N/A,
1008,CHI,1988,2.00,4,1,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1009,CHI,1965,1.00,2,1,1.00,3.00,1.00,martillo,azul,tigre,1,azul,N/A,N/A,
1010,CHI,1967,1.00,2,2,1.00,3.00,1.00,azul,N/A,N/A,1,martillo,azul,N/A,
1011,CHI,1990,2.00,4,1,1.00,5.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1013,CHI,1943,1.00,1,2,1.00,3.00,1.00,tiburon diamante,N/A,N/A,3,N/A,N/A,N/A,
1014,CHI,1996,2.00,2,2,1.00,5.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1015,CHI,1955,2.00,2,1,1.00,5.00,1.00,tiburon azul,N/A,N/A,3,N/A,N/A,N/A,
1016,CHI,1996,1.00,2,2,1.00,3.00,1.00,N/A,N/A,N/A,1,N/A,N/A,N/A,
1017,CHI,1985.00,1.00,4,1,3.00,N/A,1.00,tiburon martillo,N/A,N/A,3,N/A,N/A,N/A,
1018,CHI,1959,2.00,2,1,1.00,5.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1019,CHI,1988,2.00,2,1,1.00,5.00,1.00,N/A,N/A,N/A,1,N/A,N/A,N/A,
1020,CHI,1983,1.00,2,2,1.00,1.00,1.00,perico,N/A,N/A,1,perico,N/A,N/A,
1021,CHI,1959,2.00,2,2,1.00,4.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1022,CHI,1997,1.00,2,1,1.00,3.00,1.00,tiburon martillo,N/A,N/A,2,N/A,N/A,N/A,
1023,CHI,1996,1.00,2,1,1.00,5.00,1.00,tiburon azul,tiburon martillo,N/A,1,tiburon azul,N/A,N/A,
1024,CHI,1995,2.00,3,2,1.00,3.00,1.00,tiburon azul,N/A,N/A,3,N/A,N/A,N/A,
1025,CHI,1991,1.00,2,1,1.00,4.00,1.00,tiburon azul,N/A,N/A,3,N/A,N/A,N/A,
1026,CHI,1981.00,1.00,4,1,3.00,N/A,1.00,martillo,N/A,N/A,3,N/A,N/A,N/A,
1027,CHI,1979.00,2.00,2,1,3.00,N/A,1.00,diamante,N/A,N/A,3,N/A,N/A,N/A,
1028,CHI,1987,1.00,3,2,1.00,2.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1029,CHI,1948.00,2.00,2,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1030,CHI,1985,1.00,4,2,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1031,CHI,1978,1.00,4,2,1.00,3.00,1.00,tollito,N/A,N/A,3,N/A,N/A,N/A,
1032,CHI,1993,2.00,2,1,1.00,3.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1033,CHI,1984.00,2.00,4,1,3.00,N/A,1.00,martillo,N/A,N/A,3,N/A,N/A,N/A,
1034,CHI,1954,2.00,2,1,1.00,4.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1035,CHI,1975.00,2.00,4,1,3.00,N/A,1.00,tollo azul,N/A,N/A,3,N/A,N/A,N/A,
1036,CHI,1994,1.00,2,1,1.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1037,CHI,1990,1.00,4,1,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1038,CHI,1953,1.00,2,2,1.00,3.00,1.00,diamante,N/A,N/A,1,tollo,N/A,N/A,
1039,CHI,1996.00,2.00,2,1,3.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1040,CHI,1996,2.00,4,2,1.00,2.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1041,CHI,1980.00,2.00,2,2,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1042,CHI,1960.00,1.00,2,2,3.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1043,CHI,1980,1.00,2,1,1.00,3.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1044,CHI,1977,2.00,2,1,1.00,2.00,1.00,azul,diamante,N/A,3,N/A,N/A,N/A,
1045,CHI,1987,2.00,3,2,1.00,3.00,1.00,N/A,N/A,N/A,1,N/A,N/A,N/A,
1046,CHI,1952,1.00,3,1,1.00,3.00,1.00,azul,martillo,N/A,3,N/A,N/A,N/A,
1047,CHI,1970,2.00,4,1,1.00,4.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1048,CHI,1980.00,2.00,4,1,3.00,N/A,2.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1049,CHI,1971,2.00,2,1,1.00,5.00,2.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1050,CHI,1970,2.00,3,1,1.00,4.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1051,CHI,1965,1.00,1,2,1.00,5.00,1.00,tiburon azul,N/A,N/A,3,N/A,N/A,N/A,
1052,CHI,1962.00,2.00,1,2,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1053,CHI,1975,1.00,3,1,1.00,4.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1054,CHI,1963,2.00,2,2,1.00,4.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1055,CHI,1981.00,2.00,2,2,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1056,CHI,1973,1.00,2,1,1.00,4.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1057,CHI,1971,1.00,3,1,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1058,CHI,1982.00,1.00,2,2,2.00,N/A,1.00,tiburon azul,tiburon blanco,N/A,3,N/A,N/A,N/A,
1059,CHI,1961.00,1.00,4,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1060,CHI,1977,1.00,2,1,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1061,CHI,1981,1.00,2,1,1.00,5.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1062,CHI,1970,1.00,2,2,1.00,5.00,1.00,tiburon blanco,tiburon azul,N/A,3,N/A,N/A,N/A,
1063,CHI,1976,2.00,1,2,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1064,CHI,1968,2.00,2,2,1.00,5.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1065,CHI,1975,2.00,2,1,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1066,CHI,1993.00,2.00,2,1,2.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1067,CHI,1980.00,1.00,2,1,3.00,N/A,1.00,tiburon grande,tiburon martillo,N/A,3,N/A,N/A,N/A,
1068,CHI,1978.00,2.00,2,1,3.00,N/A,1.00,tiburon tintorera,N/A,N/A,3,N/A,N/A,N/A,
1069,CHI,1960,2.00,2,1,1.00,3.00,1.00,tiburon blanco,N/A,N/A,3,N/A,N/A,N/A,
1070,CHI,1974.00,1.00,2,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1071,CHI,1989.00,1.00,3,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1072,CHI,1972,1.00,2,1,1.00,4.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1073,CHI,1991.00,1.00,2,2,2.00,N/A,1.00,tiburon blanco,N/A,N/A,3,N/A,N/A,N/A,
1074,CHI,1982,2.00,3,2,1.00,2.00,1.00,tiburon espada,N/A,N/A,3,N/A,N/A,N/A,
1075,CHI,1994.00,1.00,4,2,2.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1076,CHI,1976,1.00,2,1,1.00,1.00,1.00,tiburon azul,diamante,N/A,1,tiburon diamante,N/A,N/A,
1077,CHI,1969,2.00,2,1,1.00,2.00,1.00,N/A,N/A,N/A,1,espada,N/A,N/A,
1078,CHI,1973,1.00,3,1,1.00,3.00,1.00,espada,N/A,N/A,3,N/A,N/A,N/A,
1079,CHI,1951,2.00,3,1,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1080,CHI,1975,2.00,2,1,1.00,1.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1081,CHI,1994,2.00,4,2,1.00,4.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1082,CHI,1972,1.00,2,1,1.00,2.00,1.00,tiburon blanco,N/A,N/A,3,N/A,N/A,N/A,
1083,CHI,1963,1.00,3,1,1.00,4.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1084,CHI,1977,1.00,2,1,1.00,4.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1085,CHI,1994,2.00,3,1,1.00,4.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1086,CHI,1973,1.00,3,1,1.00,2.00,1.00,diamante,azul,N/A,1,tiburon diamante,tiburon blanco,N/A,
1087,CHI,1971,2.00,2,1,1.00,1.00,1.00,tiburon zorro,N/A,N/A,2,N/A,N/A,N/A,
1088,CHI,1978,2.00,4,1,1.00,1.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1089,CHI,1967,1.00,3,2,1.00,5.00,1.00,tollo,N/A,N/A,1,tollo,N/A,N/A,
1090,CHI,1971,2.00,2,2,1.00,5.00,1.00,no sabe,N/A,N/A,2,N/A,N/A,N/A,
1091,CHI,1979,2.00,4,1,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1092,CHI,1977.00,2.00,4,1,3.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1093,CHI,1987,2.00,4,1,1.00,5.00,1.00,N/A,N/A,N/A,1,N/A,N/A,N/A,
1094,CHI,1992.00,2.00,4,2,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1095,CHI,1966,1.00,3,1,1.00,5.00,1.00,diamante,azul,N/A,1,N/A,N/A,N/A,
1096,CHI,1983,1.00,4,1,1.00,5.00,1.00,tollo,martillo,N/A,1,tollo,N/A,N/A,
1097,CHI,1956,1.00,2,1,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1098,CHI,1976.00,1.00,2,2,2.00,N/A,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1099,CHI,1976,1.00,4,1,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1100,CHI,1969,2.00,3,2,1.00,5.00,1.00,negro,N/A,N/A,2,N/A,N/A,N/A,
1101,CHI,1995.00,1.00,4,2,2.00,N/A,1.00,blanco,martillo,N/A,3,N/A,N/A,N/A,
1102,CHI,1971,1.00,2,1,1.00,5.00,1.00,blanco,azul,N/A,1,tollo,N/A,N/A,
1103,CHI,1974.00,2.00,4,1,3.00,N/A,1.00,tigre,azul,N/A,3,N/A,N/A,N/A,
1104,CHI,1993,1.00,4,1,1.00,5.00,1.00,tollo,N/A,N/A,1,tollo,N/A,N/A,
1105,CHI,1965,1.00,2,1,1.00,5.00,1.00,azul,tigre,N/A,3,N/A,N/A,N/A,
1106,CHI,1969,2.00,3,1,1.00,3.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1107,CHI,1978,1.00,4,1,1.00,5.00,3.00,N/A,N/A,N/A,1,tollo,N/A,N/A,
1108,CHI,1989.00,1.00,4,1,3.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1109,CHI,1990.00,1.00,2,1,3.00,4.00,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1110,CHI,1986.00,2.00,4,1,3.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1111,CHI,1985,1.00,3,1,1.00,4.00,1.00,tollo,martillo,N/A,3,N/A,N/A,N/A,
1112,CHI,1990.00,2.00,4,2,3.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1113,CHI,1985.00,1.00,3,1,2.00,N/A,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1114,CHI,1988,2.00,2,2,1.00,4.00,1.00,martillo,N/A,N/A,3,N/A,N/A,N/A,
1115,CHI,1990.00,1.00,2,1,3.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1116,CHI,1982,2.00,2,1,1.00,3.00,1.00,N/A,N/A,N/A,1,tollo,N/A,N/A,
1117,CHI,1988,2.00,4,1,1.00,3.00,1.00,N/A,N/A,N/A,1,tollo,N/A,N/A,
1118,CHI,1984.00,1.00,2,2,3.00,N/A,1.00,tollo,diamante,N/A,3,N/A,N/A,N/A,
1119,CHI,N/A,N/A,4,1,1.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1120,CHI,,1.00,3,2,2.00,N/A,1.00,tollo,martillo,N/A,3,N/A,N/A,N/A,
1121,CHI,,1.00,3,2,2.00,N/A,1.00,diamante,martillo,tollo,3,N/A,N/A,N/A,
1122,CHI,1988,2.00,2,1,1.00,4.00,1.00,N/A,N/A,N/A,1,tollo,N/A,N/A,
1123,CHI,N/A,N/A,2,1,3.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1124,CHI,,2.00,3,2,1.00,3.00,1.00,tollo,diamante,N/A,1,tollo,N/A,N/A,
1125,CHI,1985,1.00,2,1,1.00,5.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1126,CHI,1984.00,1.00,3,2,2.00,N/A,1.00,martillo,tollo,N/A,N/A,N/A,N/A,N/A,
1127,CHI,1987.00,2.00,4,1,2.00,3.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1128,CHI,1974,1.00,4,1,1.00,3.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1129,CHI,1970,1.00,4,1,1.00,3.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1130,CHI,1993.00,2.00,4,1,3.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1131,CHI,1972,1.00,4,1,1.00,3.00,1.00,N/A,N/A,N/A,1,tollo,N/A,N/A,
1132,CHI,1993.00,2.00,4,1,3.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1133,CHI,1993,1.00,4,1,1.00,4.00,1.00,tollo,N/A,N/A,1,tollo,N/A,N/A,
1134,CHI,1964,1.00,3,1,1.00,4.00,1.00,N/A,N/A,N/A,1,tollo,N/A,N/A,
1135,CHI,1990.00,1.00,4,1,3.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1136,CHI,1966,2.00,3,2,1.00,5.00,1.00,N/A,N/A,N/A,1,tollo,N/A,N/A,
1137,CHI,1957.00,1.00,4,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1138,CHI,1997.00,2.00,4,2,3.00,N/A,1.00,martillo,N/A,N/A,3,N/A,N/A,N/A,
1139,CHI,1984,1.00,2,1,1.00,4.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1140,CHI,1977,1.00,4,1,1.00,3.00,1.00,pez espada,N/A,N/A,3,N/A,N/A,N/A,
1141,CHI,1979,2.00,4,1,1.00,4.00,1.00,tiburon azul,N/A,N/A,3,N/A,N/A,N/A,
1142,CHI,1960,2.00,4,1,1.00,3.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1143,CHI,1968.00,2.00,4,1,2.00,N/A,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1144,CHI,,2.00,3,1,1.00,4.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1145,CHI,1976,2.00,2,1,1.00,4.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1146,CHI,1961,2.00,2,2,1.00,2.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1147,CHI,1994,2.00,4,2,1.00,1.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1148,CHI,1957.00,2.00,4,2,3.00,N/A,1.00,martillo,N/A,N/A,3,N/A,N/A,N/A,
1149,CHI,1959,1.00,4,2,1.00,4.00,1.00,blanco,N/A,N/A,3,N/A,N/A,N/A,
1150,CHI,1969.00,2.00,4,2,2.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1151,CHI,1957,1.00,4,2,1.00,2.00,1.00,blanco,martillo,N/A,N/A,N/A,N/A,N/A,
1152,CHI,1994.00,1.00,4,2,3.00,N/A,1.00,tiburon martillo,N/A,N/A,3,N/A,N/A,N/A,
1153,CHI,1966.00,1.00,4,2,3.00,N/A,1.00,tiburon martillo,N/A,N/A,3,N/A,N/A,N/A,
1154,CHI,1996.00,1.00,4,2,2.00,6.00,1.00,azul,N/A,N/A,3,N/A,N/A,N/A,
1155,CHI,1988,1.00,4,2,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1156,CHI,1990,2.00,4,2,1.00,2.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1157,CHI,1965,2.00,4,1,1.00,5.00,1.00,blanco,N/A,N/A,3,N/A,N/A,N/A,
1158,CHI,1963,2.00,2,1,1.00,4.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1159,CHI,1996,1.00,2,2,1.00,3.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1160,CHI,1981,1.00,4,2,1.00,4.00,1.00,gris,N/A,N/A,3,N/A,N/A,N/A,
1161,CHI,1960,1.00,4,2,1.00,4.00,1.00,azul,N/A,N/A,3,N/A,N/A,N/A,
1162,CHI,1968,1.00,2,1,1.00,3.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1163,CHI,1988,2.00,4,1,1.00,4.00,1.00,martillo,N/A,N/A,3,N/A,N/A,N/A,
1164,CHI,1982,1.00,3,1,1.00,2.00,1.00,tiburon martillo,N/A,N/A,3,N/A,N/A,N/A,
1165,CHI,1988,2.00,3,2,1.00,4.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1166,CHI,1987.00,2.00,4,2,3.00,5.00,1.00,azul,N/A,N/A,3,N/A,N/A,N/A,
1167,CHI,1973,2.00,2,1,1.00,5.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1168,CHI,1986.00,2.00,4,1,3.00,N/A,1.00,blanco,azul,N/A,3,N/A,N/A,N/A,
1169,CHI,1984,2.00,4,1,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1170,CHI,1988,1.00,2,1,1.00,4.00,1.00,no sabe,N/A,N/A,1,no sabe,N/A,N/A,
1171,CHI,1984,1.00,3,2,1.00,5.00,1.00,N/A,N/A,N/A,1,tollo blanco,N/A,N/A,
1172,CHI,1976,1.00,2,1,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1173,CHI,1964,2.00,2,2,1.00,2.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1174,CHI,1993,2.00,4,2,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1175,CHI,1952,2.00,2,2,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1176,CHI,1965,2.00,3,1,1.00,4.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1177,CHI,1960.00,1.00,3,1,2.00,N/A,1.00,blanco,N/A,N/A,3,N/A,N/A,N/A,
1178,CHI,1963,2.00,1,1,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1179,CHI,1984.00,2.00,2,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1180,CHI,1972,2.00,4,1,1.00,5.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1181,CHI,1977,1.00,2,1,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1182,CHI,1955,2.00,2,2,1.00,4.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1183,CHI,1968,2.00,4,1,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1184,CHI,1988,2.00,2,1,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1185,CHI,1980.00,1.00,2,1,2.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1186,CHI,1988.00,2.00,2,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1187,CHI,1955,2.00,2,1,1.00,6.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1188,CHI,1971,2.00,2,1,1.00,3.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1189,CHI,1976,2.00,2,1,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1190,CHI,1959,2.00,3,1,1.00,5.00,1.00,no sabe,N/A,N/A,1,tollo,N/A,N/A,
1191,CHI,1953.00,2.00,3,1,2.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1192,CHI,1987,1.00,4,1,1.00,3.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1193,CHI,1982,2.00,4,1,1.00,3.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1194,CHI,1970,2.00,2,2,1.00,2.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1195,CHI,1969,2.00,4,1,1.00,3.00,1.00,aleta,azul,martillo,3,N/A,N/A,N/A,
1196,CHI,1955,2.00,3,1,1.00,4.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1197,CHI,1980,1.00,2,1,1.00,4.00,1.00,aleta,azul,N/A,3,N/A,N/A,N/A,
1198,CHI,1978.00,1.00,4,1,2.00,N/A,1.00,martillo,N/A,N/A,3,N/A,N/A,N/A,
1199,CHI,1990,2.00,4,1,1.00,1.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1200,CHI,1973,2.00,2,2,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1201,CHI,1950,2.00,2,1,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1202,CHI,1969,2.00,1,1,1.00,4.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1203,CHI,1978,2.00,1,1,1.00,4.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1204,CHI,1980,2.00,2,1,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1205,CHI,1980,2.00,2,1,1.00,5.00,1.00,aleta,azul,martillo,3,N/A,N/A,N/A,
1206,CHI,1957,2.00,2,1,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1207,CHI,1973,2.00,2,1,1.00,3.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1208,CIY,1975,1.00,3,1,1.00,5.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1209,CIY,1956,1.00,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1210,CIY,1960,1.00,3,,1.00,N/A,1.00,tiburon rojo,N/A,N/A,1,diamante,tollo bebe,N/A,
1211,CIY,1970,2.00,4,,1.00,N/A,1.00,tiburon rojo,N/A,N/A,1,tiburon bebe,N/A,N/A,
1212,CIY,1952,2.00,3,1,1.00,2.00,1.00,tollo bebe,N/A,N/A,1,tollo bebe,N/A,N/A,
1213,CIY,1968,2.00,3,1,1.00,3.00,1.00,tollo,diamante,N/A,1,diamante,N/A,N/A,
1214,CIY,1945,1.00,3,2,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1215,CIY,1991,2.00,4,1,1.00,1.00,1.00,N/A,N/A,N/A,1,tollo bebe,N/A,N/A,
1216,CIY,1994,2.00,4,2,1.00,3.00,1.00,N/A,N/A,N/A,1,diamante,blanco,N/A,
1217,CIY,1970,2.00,4,2,1.00,5.00,1.00,tiburon blanco,N/A,N/A,1,diamante,bebe,N/A,
1218,CIY,1971,2.00,3,1,1.00,3.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1219,CIY,1978,2.00,3,1,1.00,1.00,1.00,no sabe,N/A,N/A,2,N/A,N/A,N/A,
1220,CIY,1977,2.00,4,1,1.00,5.00,1.00,tiburon blanco,N/A,N/A,2,N/A,N/A,N/A,
1221,CIY,1962,1.00,4,1,1.00,3.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1222,CIY,1988,2.00,3,1,1.00,1.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1223,CIY,1995,2.00,2,1,1.00,2.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1224,CIY,1986,1.00,4,1,1.00,2.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1225,CIY,1993,2.00,1,2,1.00,5.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1226,CIY,1991.00,2.00,1,2,2.00,N/A,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1227,CIY,1971,2.00,2,1,1.00,3.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1228,CIY,1962,1.00,3,1,1.00,2.00,3.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1229,CIY,1963,2.00,4,1,1.00,1.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1230,CIY,1990,2.00,3,2,1.00,2.00,1.00,tiburones azules,N/A,N/A,2,N/A,N/A,N/A,
1231,CIY,1964,2.00,2,1,1.00,2.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1232,CIY,1971,2.00,2,1,1.00,2.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1233,CIY,1975,2.00,3,2,1.00,2.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
1234,CIY,1962,1.00,4,1,1.00,1.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1235,CIY,1961,2.00,4,1,1.00,1.00,1.00,tiburon rojo,N/A,N/A,2,N/A,N/A,N/A,
1236,CIY,1965,2.00,2,2,1.00,2.00,3.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
1237,CIY,1964,2.00,4,1,1.00,2.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
